"","A4_1","A4_2","A4_3","B4_1","B4_2","B4_3","C4_1","C4_2","C4_3"
"45494",194,223,159,81,143,121,49,78,63
"45495",554,744,797,410,426,519,273,298,183
"45496",0,0,0,0,0,0,0,0,1
"45497",129,153,152,42,75,75,22,37,48
"45498",66,82,155,114,120,103,14,158,58
"45499",29,106,64,51,57,43,23,30,17
"45500",39,8,40,12,6,6,1,1,2
"45501",124,119,171,30,85,40,12,15,19
"45502",0,0,0,0,0,0,0,0,0
"45503",0,0,0,0,0,0,0,0,1
"45504",330,484,325,187,222,282,250,246,267
"45505",27,49,27,7,6,4,1,1,2
"45506",1025,1160,619,1123,840,807,399,477,422
"45507",568,771,667,753,566,614,254,207,221
"45508",345,393,346,72,60,161,21,65,48
"45509",262,349,209,259,303,273,202,205,187
"45510",0,0,0,0,0,0,0,0,1
"45511",58,56,89,121,180,102,102,91,90
"45512",0,0,0,0,0,0,0,0,0
"45513",25,23,40,9,28,29,6,5,2
"45514",512,758,607,438,417,514,233,283,206
"45515",268,393,237,581,587,446,152,215,190
"45516",64,72,86,120,59,60,23,18,46
"45517",1,17,0,3,1,3,1,7,3
"45518",262,441,351,495,466,408,268,287,253
"45519",269,741,145,1860,924,795,2799,2621,3320
"45520",1256,1816,1391,2321,1943,1933,1522,1411,1217
"45521",25,41,21,21,18,27,10,24,3
"45522",13,14,7,2,6,3,0,0,0
"45523",6,0,0,4,1,0,0,0,1
"45524",0,19,5,0,1,0,0,0,0
"45525",5,10,4,2,2,0,0,0,0
"45526",611,810,752,554,674,501,356,324,326
"45527",73,63,10,81,74,93,118,133,82
"45528",2061,2275,2056,2155,1888,1764,915,1116,897
"45529",0,0,0,0,0,0,0,1,0
"45530",484,876,605,812,731,748,600,637,604
"45531",17,30,0,0,4,1,0,0,1
"45532",89,148,116,145,85,114,35,59,68
"45533",1139,2038,1404,3916,2936,4306,1714,2378,1919
"45534",266,530,269,416,477,386,265,293,236
"45535",407,326,420,346,495,377,191,235,208
"45536",77,227,143,141,188,187,109,240,109
"45537",1379,2001,1562,1001,1201,1167,806,1083,840
"45538",50,65,58,27,34,31,19,5,8
"45539",0,0,0,0,1,0,0,2,0
"45540",349,877,300,1053,867,939,537,898,615
"45541",149,291,111,200,520,380,378,452,300
"45542",140,173,279,95,169,173,81,140,108
"45543",1447,1584,1639,1147,1159,987,424,698,844
"45544",3,20,11,1,2,1,2,4,2
"45545",17,10,18,1,17,14,9,4,1
"45546",0,6,1,3,2,1,2,0,2
"45547",292,371,298,341,420,429,138,533,250
"45548",707,1331,652,3998,3501,3670,1403,540,1094
"45549",326,500,435,832,803,773,386,441,350
"45550",54,146,75,68,44,25,46,38,45
"45551",617,827,570,302,386,274,208,327,276
"45552",1,31,28,1,1,10,13,1,4
"45553",647,950,737,499,461,753,569,559,561
"45554",488,726,514,710,533,618,258,285,266
"45555",72,60,109,23,39,16,0,4,5
"45556",0,16,13,0,0,0,0,0,0
"45557",14,65,23,45,44,28,44,4,52
"45558",11,8,9,4,15,7,4,7,3
"45559",195,262,210,429,553,331,395,343,307
"45560",173,219,234,95,163,232,61,72,71
"45561",90,116,121,62,102,94,39,50,67
"45562",319,458,490,948,804,711,794,729,646
"45563",110,161,97,48,80,78,25,43,49
"45564",0,1,13,7,2,4,0,3,5
"45565",42,33,13,8,27,21,0,0,0
"45566",314,360,404,433,446,436,360,326,308
"45567",0,0,0,0,0,0,0,0,0
"45568",55,96,92,37,64,69,89,61,72
"45569",406,529,588,643,748,548,388,565,434
"45570",0,6,0,1,0,4,2,0,3
"45571",0,0,0,0,0,0,0,0,0
"45572",3,1,0,0,0,0,0,0,0
"45573",75,120,183,84,82,100,35,38,39
"45574",5183,4284,6674,530,727,617,105,170,117
"45575",107,62,173,109,119,50,42,25,48
"45576",263,367,385,206,202,221,148,174,123
"45577",14,39,18,11,22,21,16,12,7
"45578",19,0,6,0,14,14,3,6,3
"45579",357,556,578,1579,1157,944,781,791,689
"45580",135,176,115,165,179,159,112,119,92
"45581",0,0,0,0,0,0,0,0,0
"45582",181,158,322,246,199,243,31,64,27
"45583",38,103,81,63,34,36,16,22,28
"45584",150,439,401,120,139,116,48,36,30
"45585",0,0,0,0,0,0,0,0,0
"45586",251,417,374,307,420,388,180,205,184
"45587",226,215,262,129,218,179,114,108,96
"45588",5,0,12,3,9,3,0,5,10
"45589",515,572,349,656,547,438,311,348,237
"45590",6,0,11,5,8,7,2,4,0
"45591",0,8,5,0,2,4,0,0,1
"45592",1396,2088,1546,1828,1539,1649,735,775,570
"45593",1,0,1,0,0,0,1,1,0
"45594",142,158,74,94,131,138,79,71,81
"45595",64,57,38,20,33,29,15,9,14
"45596",137,192,286,101,189,244,77,102,99
"45597",332,373,341,386,263,260,146,146,144
"45598",0,0,0,0,0,0,0,0,0
"45599",111,112,113,183,228,242,129,108,133
"45600",0,0,0,11,9,10,1,1,1
"45601",176,137,312,254,248,202,37,117,88
"45602",31,32,48,11,17,19,11,10,4
"45603",0,0,0,0,0,0,0,0,0
"45604",0,2,0,0,0,0,0,0,0
"45605",5,14,5,6,20,9,3,0,1
"45606",0,0,1,0,1,4,1,0,0
"45607",45,59,92,37,25,26,27,4,25
"45608",14,0,18,1,17,12,0,0,2
"45609",272,453,303,345,449,269,216,232,161
"45610",4,0,7,0,0,0,1,0,1
"45611",0,0,1,0,0,0,0,0,0
"45612",231,225,437,72,118,146,33,82,58
"45613",67,137,43,97,107,43,33,38,33
"45614",24,59,36,8,6,3,5,3,10
"45615",428,513,627,365,374,360,139,112,112
"45616",521,618,890,372,544,502,245,230,258
"45617",0,0,0,0,0,0,0,0,0
"45618",295,419,278,227,217,317,213,275,215
"45619",0,0,0,0,0,1,0,0,1
"45620",371,398,307,410,363,346,228,214,214
"45621",2,3,0,2,0,0,0,3,0
"45622",82,158,177,196,222,191,72,130,81
"45623",19,0,31,5,3,3,0,2,1
"45624",0,0,0,0,0,0,0,0,0
"45625",4,0,0,1,0,1,0,0,0
"45626",258,269,352,355,328,317,280,207,226
"45627",309,536,636,537,699,847,606,550,503
"45628",189,289,346,222,231,176,117,110,118
"45629",141,156,119,149,132,121,35,49,75
"45630",717,933,1263,610,789,990,590,581,530
"45631",411,595,773,3568,3416,2946,673,245,698
"45632",695,677,1087,636,635,767,499,654,485
"45633",137,155,354,84,191,211,95,97,121
"45634",0,0,0,0,0,0,0,0,0
"45635",0,0,0,0,0,0,0,1,0
"45636",350,467,349,386,359,374,215,169,173
"45637",0,0,0,0,0,0,0,0,0
"45638",348,458,659,374,315,242,144,67,128
"45639",64,127,68,116,193,128,203,139,96
"45640",10,8,2,0,0,0,0,0,0
"45641",1,38,9,4,1,3,0,11,2
"45642",825,1163,949,1174,1014,920,563,644,557
"45643",39,58,101,1,1,5,3,1,1
"45644",1,11,4,17,23,19,3,11,11
"45645",1087,1112,872,530,416,363,225,284,237
"45646",18,27,58,98,105,99,60,85,75
"45647",0,0,0,4,1,1,8,9,3
"45648",269,394,316,463,568,484,520,423,433
"45649",2669,3457,3348,2301,2406,2791,1481,1603,1371
"45650",63,81,16,136,81,149,55,92,68
"45651",25,48,88,63,93,111,4,2,9
"45652",351,582,355,519,498,517,494,495,464
"45653",84,98,58,77,49,62,65,37,22
"45654",1,0,8,1,0,0,1,0,1
"45655",212,260,244,182,307,238,178,140,156
"45656",35,35,39,1,6,2,1,6,1
"45657",0,0,0,0,0,0,0,0,0
"45658",6,0,6,2,0,2,0,6,1
"45659",3047,8948,176,16139,11119,14059,7250,10472,7548
"45660",10,39,31,36,25,18,27,31,10
"45661",228,403,502,95,163,193,87,93,82
"45662",0,0,0,0,0,0,0,0,0
"45663",0,0,5,0,1,0,1,0,5
"45664",38,41,119,17,21,16,6,4,7
"45665",173,254,249,89,104,85,62,78,96
"45666",213,418,380,192,276,166,88,274,156
"45667",45,121,130,44,50,56,3,15,15
"45668",26,39,46,74,45,70,36,50,17
"45669",115,224,140,80,84,103,30,40,43
"45670",461,774,613,311,297,296,139,173,187
"45671",1195,1781,1409,1476,1531,1383,939,995,955
"45672",5,22,24,5,5,2,6,0,1
"45673",10,16,4,0,9,1,1,2,0
"45674",277,448,387,123,166,112,70,42,34
"45675",30,71,23,12,9,6,7,5,14
"45676",402,584,528,403,443,438,247,176,158
"45677",65,76,149,142,204,143,252,162,133
"45678",93,80,155,42,40,40,1,35,15
"45679",94,199,145,120,202,188,201,194,214
"45680",8,12,38,17,18,14,51,24,26
"45681",0,0,0,0,0,0,0,0,0
"45682",118,205,224,144,176,185,106,71,60
"45683",90,234,108,115,110,123,41,62,52
"45684",548,607,636,429,384,456,245,176,270
"45685",122,198,145,261,204,272,74,113,110
"45686",201,266,332,420,462,406,406,427,325
"45687",162,443,294,480,549,458,339,283,300
"45688",8,42,18,16,28,16,5,36,24
"45689",77,215,154,185,173,238,55,33,64
"45690",141,151,22,97,90,22,46,32,65
"45691",125,179,177,178,230,243,85,129,87
"45692",384,460,487,162,334,249,134,196,168
"45693",0,0,0,0,0,0,0,0,0
"45694",0,0,0,0,0,0,0,0,0
"45695",4,0,1,1,1,5,2,0,0
"45696",55,81,113,80,88,64,93,51,57
"45697",578,603,600,263,325,216,129,137,147
"45698",0,0,0,0,0,0,0,0,0
"45699",45,50,51,2,9,8,3,0,3
"45700",53,85,33,12,9,18,23,34,33
"45701",375,636,372,344,332,403,251,239,205
"45702",0,0,0,0,0,0,0,0,0
"45703",0,0,0,0,0,0,0,0,0
"45704",77,96,50,17,24,9,0,4,0
"45705",103,119,268,129,183,181,110,17,85
"45706",8,20,2,1,1,1,1,0,1
"45707",2,63,2,28,13,23,13,12,7
"45708",723,1059,736,1228,829,1268,274,887,413
"45709",127,200,199,112,121,90,74,48,45
"45710",226,305,233,190,219,182,130,202,156
"45711",54,60,12,33,69,56,44,30,23
"45712",73,89,91,100,145,115,59,58,76
"45713",0,0,0,0,0,0,0,0,0
"45714",0,0,0,0,3,0,0,0,0
"45715",150,164,247,324,232,284,211,184,196
"45716",11,27,5,5,14,7,3,1,1
"45717",1024,1457,1053,886,1062,901,556,697,544
"45718",703,917,939,993,734,702,589,513,587
"45719",90,109,118,9,59,38,9,8,24
"45720",165,337,289,75,73,50,24,34,30
"45721",14,6,0,0,1,0,0,0,0
"45722",1075,1243,981,468,551,435,191,207,184
"45723",29,74,31,28,18,20,183,4,30
"45724",220,378,284,291,296,362,110,168,160
"45725",0,0,3,0,0,0,0,4,0
"45726",3,3,12,4,7,13,1,7,4
"45727",42,68,49,35,30,51,28,51,35
"45728",185,250,303,58,83,97,39,98,57
"45729",16,3,10,20,19,4,13,3,25
"45730",0,0,0,0,0,0,0,0,0
"45731",355,298,518,228,264,248,35,91,53
"45732",0,0,4,0,0,0,0,1,0
"45733",474,727,774,511,525,619,360,399,353
"45734",480,304,300,116,507,110,40,33,57
"45735",301,588,352,362,216,321,253,217,236
"45736",635,801,733,376,275,343,144,190,147
"45737",143,118,256,79,153,194,87,81,111
"45738",199,339,264,497,445,386,210,204,158
"45739",112,189,210,90,88,63,28,48,63
"45740",0,3,0,0,5,6,0,1,1
"45741",49,61,32,7,5,8,4,8,2
"45742",151,243,261,135,149,143,47,61,58
"45743",537,654,773,701,675,557,439,424,419
"45744",0,0,0,0,0,0,0,0,0
"45745",68,147,142,187,196,195,64,48,79
"45746",0,0,0,0,0,0,0,0,0
"45747",59,27,71,52,106,74,9,85,40
"45748",177,90,177,98,124,166,74,131,67
"45749",205,424,294,446,387,272,316,355,258
"45750",99,133,191,108,119,153,73,15,82
"45751",120,134,172,53,43,24,30,54,18
"45752",727,964,734,1011,823,684,430,393,406
"45753",1016,1823,1507,1567,1910,1595,1122,1259,1055
"45754",0,0,0,0,0,0,0,0,0
"45755",19,23,21,17,21,41,7,21,7
"45756",423,574,523,653,666,798,448,362,359
"45757",45,53,40,92,155,152,100,104,102
"45758",66,178,81,115,87,95,40,57,46
"45759",0,0,0,0,0,0,0,1,0
"45760",486,476,755,133,206,218,7,81,49
"45761",62,136,129,56,40,49,8,17,8
"45762",1134,1639,1268,1199,1475,1208,611,1377,837
"45763",4,0,0,0,0,0,0,0,0
"45764",243,471,319,102,126,207,131,387,200
"45765",235,180,214,77,166,143,18,90,60
"45766",71,10,42,3,25,25,2,8,3
"45767",34,49,53,29,20,23,20,18,19
"45768",0,0,0,0,0,0,0,0,0
"45769",0,0,0,0,0,0,0,0,0
"45770",1644,1893,1657,1070,1343,1121,708,792,584
"45771",39,115,147,97,149,93,105,103,94
"45772",46,17,30,14,28,30,9,6,5
"45773",456,635,663,601,560,644,357,319,305
"45774",0,0,0,0,0,0,0,0,1
"45775",247,328,355,466,466,511,318,363,292
"45776",352,481,525,191,306,224,53,101,58
"45777",1673,2258,2969,1187,1481,1784,1011,898,872
"45778",222,408,263,337,396,276,137,137,148
"45779",4,36,10,0,0,0,0,0,0
"45780",127,344,152,99,114,94,1,8,1
"45781",3215,4800,3511,4989,3877,3889,2444,2454,2180
"45782",77,100,197,75,107,101,58,18,21
"45783",174,304,161,195,199,234,171,296,238
"45784",249,284,247,151,181,114,67,74,56
"45785",0,0,0,0,0,0,0,0,0
"45786",78,34,51,67,48,45,2,94,40
"45787",281,296,350,270,424,380,282,326,244
"45788",138,236,179,246,363,322,329,252,221
"45789",34,15,26,17,46,21,24,12,36
"45790",72,122,37,59,50,79,36,33,17
"45791",196,310,285,411,354,387,186,152,150
"45792",0,0,0,0,0,0,0,0,0
"45793",0,0,0,0,0,0,0,0,0
"45794",7,12,9,14,28,34,4,5,19
"45795",102,152,121,130,160,133,79,10,86
"45796",49,33,23,21,25,15,6,1,8
"45797",21,10,7,4,12,6,0,6,1
"45798",60,64,83,11,29,41,41,13,32
"45799",0,0,0,0,0,0,0,0,0
"45800",15,0,11,11,10,19,3,8,3
"45801",1642,3445,1733,3658,2767,5234,2047,1951,1820
"45802",2091,2875,2194,2914,2403,2982,1572,1089,1320
"45803",0,10,2,2,1,11,1,0,1
"45804",1,6,0,9,1,16,3,0,0
"45805",81,184,124,75,104,66,31,90,44
"45806",214,434,294,240,182,231,113,143,87
"45807",0,0,0,0,0,0,0,0,0
"45808",1,14,3,25,10,10,15,3,3
"45809",14,5,4,10,10,19,8,14,9
"45810",96,350,182,222,133,168,89,51,131
"45811",151,233,187,63,84,75,48,34,27
"45812",326,540,697,363,408,536,365,210,412
"45813",129,125,115,206,250,188,103,50,97
"45814",9,0,3,22,14,3,3,12,4
"45815",87,112,142,88,107,106,86,55,66
"45816",23,56,40,56,41,40,31,26,30
"45817",125,214,184,95,221,134,61,74,68
"45818",44,56,66,29,93,66,45,31,38
"45819",1385,1244,1100,644,740,401,254,211,223
"45820",39,68,53,50,33,47,8,11,7
"45821",0,0,6,0,0,0,0,0,0
"45822",22,37,16,317,197,190,112,17,84
"45823",733,807,675,789,703,516,388,331,346
"45824",56,79,58,22,16,6,2,6,5
"45825",38,50,41,29,15,42,27,7,31
"45826",5193,6379,5745,4114,4040,4191,2811,3133,2495
"45827",14,51,22,161,232,155,85,16,70
"45828",0,16,0,0,0,0,3,51,1
"45829",47,31,19,10,19,2,12,0,2
"45830",10,0,6,5,0,0,2,0,0
"45831",36,51,36,44,61,97,68,81,85
"45832",0,0,8,0,1,0,0,0,0
"45833",50,39,70,43,40,28,36,29,34
"45834",315,374,617,812,834,866,289,456,366
"45835",222,198,627,557,540,547,138,139,106
"45836",694,671,735,295,377,372,104,89,119
"45837",360,611,855,561,706,548,223,130,181
"45838",705,876,638,371,338,367,174,184,186
"45839",474,665,578,596,436,551,400,450,454
"45840",416,578,595,431,556,634,325,380,304
"45841",43,38,0,155,192,290,199,225,188
"45842",0,0,0,0,0,0,0,0,0
"45843",513,746,703,199,156,161,95,109,106
"45844",0,0,0,0,0,0,0,0,0
"45845",197,64,39,1,73,0,5,0,0
"45846",5,69,24,57,76,42,12,15,22
"45847",131,165,158,243,231,249,40,105,53
"45848",246,306,379,40,57,73,51,18,37
"45849",168,183,339,38,117,75,16,40,31
"45850",94,145,117,147,102,109,106,47,79
"45851",18785,29684,20718,18345,19213,21192,845,412,815
"45852",420,691,825,1050,1057,818,675,656,676
"45853",247,237,331,42,74,64,18,48,32
"45854",1390,1672,2285,2067,2136,2513,1420,1303,1247
"45855",1541,2308,1851,1139,1204,1311,1090,1078,890
"45856",0,0,0,1,0,1,0,0,0
"45857",0,0,0,0,5,0,0,0,0
"45858",11,10,0,16,4,14,0,41,13
"45859",4,14,2,6,2,0,1,0,0
"45860",0,0,0,0,0,0,0,0,0
"45861",1536,1727,1591,700,605,531,284,444,528
"45862",0,0,0,0,0,0,0,0,0
"45863",409,517,424,283,314,410,106,194,134
"45864",48,106,73,59,56,70,8,28,9
"45865",16,40,11,9,18,33,4,8,1
"45866",40,20,7,30,33,14,0,3,0
"45867",408,246,251,567,720,396,450,406,506
"45868",64,100,61,65,89,182,37,132,42
"45869",202,354,247,317,381,315,203,208,203
"45870",766,1112,835,984,825,834,611,557,552
"45871",188,346,319,261,371,302,205,127,181
"45872",964,1773,1273,1919,1434,1580,1297,1297,1019
"45873",494,461,749,161,300,255,67,107,61
"45874",140,155,273,182,225,206,94,102,110
"45875",109,197,217,203,196,267,156,92,129
"45876",0,0,0,0,0,0,0,0,0
"45877",50,51,172,68,71,99,34,11,19
"45878",91,78,78,139,89,91,68,91,81
"45879",92,103,147,111,142,217,75,55,60
"45880",1619,2485,1241,3875,2689,2465,2047,1800,1744
"45881",0,0,0,0,0,0,0,0,0
"45882",21,36,45,3,0,1,1,1,0
"45883",36,48,50,59,90,88,57,65,50
"45884",0,0,0,0,0,0,0,0,0
"45885",294,385,549,311,319,365,211,222,200
"45886",227,532,335,271,240,202,186,212,165
"45887",203,342,301,215,253,225,221,152,144
"45888",174,234,194,77,126,40,28,38,40
"45889",2077,2901,3690,1416,1984,2065,678,358,777
"45890",682,1005,932,909,1030,1013,673,612,592
"45891",339,506,522,260,296,255,212,157,202
"45892",1523,2109,1353,1249,1038,1092,918,1093,1015
"45893",11,4,20,25,17,10,11,2,10
"45894",0,6,0,1,7,0,0,2,1
"45895",0,0,0,1,11,1,0,15,0
"45896",20,92,31,111,228,214,39,58,48
"45897",6,51,17,14,4,4,4,1,7
"45898",227,274,279,136,77,122,86,28,105
"45899",0,0,0,0,0,0,0,0,0
"45900",0,0,0,0,0,0,0,0,0
"45901",145,165,278,207,202,181,205,185,163
"45902",6,4,3,2,6,1,3,4,8
"45903",449,625,685,484,493,394,311,231,336
"45904",68,175,92,146,104,98,68,89,42
"45905",0,0,0,4,1,1,0,0,0
"45906",20425,34259,18773,36086,23024,23330,24039,22191,22215
"45907",469,768,580,525,561,507,272,387,322
"45908",38,70,153,27,72,76,4,29,9
"45909",182,312,197,104,131,80,59,25,73
"45910",1057,1677,1748,872,944,978,523,643,470
"45911",1,7,4,0,0,1,2,1,0
"45912",62,46,78,23,16,20,33,4,9
"45913",6,40,0,13,6,12,7,7,3
"45914",0,0,0,0,0,0,0,0,0
"45915",0,0,0,0,0,0,0,0,0
"45916",91,115,154,53,55,41,23,38,10
"45917",291,454,480,336,369,379,280,249,250
"45918",12,0,0,9,5,13,0,0,3
"45919",67,121,58,94,86,77,38,68,20
"45920",1285,1661,1542,1552,1340,1309,949,913,875
"45921",223,270,266,203,239,284,151,148,148
"45922",311,431,483,485,497,460,293,291,228
"45923",232,359,376,179,251,223,48,131,55
"45924",525,463,759,47,140,44,7,19,9
"45925",0,0,0,0,0,0,0,0,0
"45926",49,177,64,40,29,6,37,16,33
"45927",86,159,138,92,70,86,30,35,29
"45928",18,4,7,2,0,3,0,1,0
"45929",282,473,309,327,185,308,440,318,300
"45930",7,18,10,3,7,7,0,0,4
"45931",271,460,337,552,495,489,407,449,356
"45932",115,184,165,105,137,116,80,55,92
"45933",0,0,0,2,9,8,0,0,2
"45934",495,1129,716,1287,1020,927,265,654,506
"45935",113,86,175,89,91,117,38,67,41
"45936",276,481,322,306,273,298,202,165,143
"45937",4,0,0,0,0,0,0,0,0
"45938",65,79,170,47,50,47,12,41,27
"45939",44,93,41,15,31,37,6,8,2
"45940",0,0,0,0,0,0,0,0,0
"45941",0,0,0,0,0,0,0,0,0
"45942",221,665,189,117,80,84,27,28,17
"45943",158,189,128,138,131,193,75,43,59
"45944",33,93,46,17,44,25,29,29,20
"45945",90,154,107,79,56,54,35,28,26
"45946",58,106,95,67,78,28,49,25,48
"45947",1159,1744,1489,1192,1023,937,691,646,640
"45948",0,0,0,0,0,0,0,0,0
"45949",255,379,334,325,270,263,245,169,147
"45950",250,359,463,595,757,680,596,452,491
"45951",177,151,191,55,68,74,3,23,13
"45952",214,398,403,168,242,177,69,113,86
"45953",113,103,95,99,125,113,74,64,68
"45954",0,0,0,0,0,0,0,0,0
"45955",5,0,7,3,2,2,5,0,0
"45956",0,0,8,0,0,0,0,0,0
"45957",121,154,172,83,74,163,44,47,46
"45958",0,0,0,0,1,1,0,0,0
"45959",521,717,718,1193,1161,1194,710,799,662
"45960",0,11,13,4,11,3,8,9,16
"45961",131,147,177,46,56,54,20,6,22
"45962",6,23,11,21,28,7,43,16,34
"45963",1,0,1,1,0,0,0,1,0
"45964",0,0,0,0,0,0,0,0,0
"45965",75,65,98,41,50,55,21,43,30
"45966",1,22,30,12,22,21,5,5,25
"45967",259,276,554,94,84,81,11,103,74
"45968",25,37,3,56,52,48,5,45,17
"45969",247,243,289,135,165,218,94,96,91
"45970",89,140,103,272,294,207,258,174,195
"45971",323,399,239,348,451,423,263,287,252
"45972",229,229,339,122,171,191,84,91,104
"45973",0,8,0,0,2,0,0,0,1
"45974",0,0,0,0,0,0,0,0,0
"45975",24,60,43,31,18,36,23,24,17
"45976",16,35,17,23,18,12,0,52,16
"45977",584,305,230,80,347,73,48,18,27
"45978",192,248,441,115,152,84,57,17,23
"45979",127,219,118,131,123,219,108,153,144
"45980",54,37,74,19,1,7,2,0,0
"45981",1202,1401,1599,1414,1225,1308,663,715,594
"45982",495,578,512,316,318,336,102,152,134
"45983",0,0,0,0,0,0,0,0,0
"45984",0,0,0,0,0,0,0,0,0
"45985",35,131,0,0,0,0,0,0,0
"45986",0,0,1,0,0,0,0,0,0
"45987",0,0,0,0,0,0,0,0,0
"45988",2933,3790,3195,2146,1823,1682,959,1276,1061
"45989",141,87,68,123,277,207,18,194,66
"45990",104,127,135,113,182,207,67,92,52
"45991",2,2,24,5,2,0,0,16,11
"45992",5,17,16,2,1,1,0,0,0
"45993",1863,1909,1862,910,993,816,423,388,472
"45994",19,79,42,33,6,28,8,15,23
"45995",39,90,69,26,57,22,3,11,6
"45996",165,245,250,376,402,280,101,94,70
"45997",104,86,126,135,149,125,68,44,46
"45998",242,447,307,368,327,318,250,386,359
"45999",389,530,584,383,368,350,288,278,268
"46000",2243,2751,1832,2524,1799,1634,1332,1370,1178
"46001",491,710,687,1140,972,969,613,637,609
"46002",426,350,498,164,191,127,28,91,57
"46003",269,328,431,172,195,229,144,189,112
"46004",278,272,388,135,156,135,86,67,89
"46005",84,160,103,143,163,185,182,90,141
"46006",149,131,206,173,192,140,99,97,83
"46007",195,409,356,237,312,350,170,206,179
"46008",0,0,0,0,0,0,0,0,0
"46009",164,166,220,434,411,352,225,150,185
"46010",0,0,0,0,0,0,0,0,0
"46011",1184,2181,1738,1366,1996,1593,1324,1163,1228
"46012",86,86,164,55,68,144,54,46,35
"46013",0,5,16,12,8,6,0,0,1
"46014",30,34,20,11,46,38,16,27,10
"46015",1239,2319,408,2829,2165,2028,1196,1937,1618
"46016",27,61,14,63,39,85,12,36,16
"46017",90,124,106,118,103,80,90,83,94
"46018",109,217,163,237,241,183,127,162,128
"46019",1,6,6,1,8,0,4,4,6
"46020",173,154,141,89,100,103,9,18,43
"46021",0,0,0,0,0,0,0,0,0
"46022",120,200,98,196,267,246,160,189,174
"46023",24,24,28,6,9,7,2,4,1
"46024",9,19,34,10,1,2,7,6,6
"46025",8,28,50,20,18,27,10,20,8
"46026",107,74,324,35,32,52,37,39,27
"46027",0,0,0,0,0,1,0,0,0
"46028",86,184,136,160,295,248,187,158,130
"46029",819,739,1149,127,229,181,30,90,51
"46030",245,392,214,230,253,368,174,185,193
"46031",366,315,376,168,174,206,110,109,96
"46032",357,755,770,374,565,520,261,267,237
"46033",121,202,172,49,105,72,21,39,24
"46034",5,20,12,8,6,5,0,0,0
"46035",43,78,47,13,29,68,33,75,42
"46036",5,14,0,7,2,1,0,3,0
"46037",125,191,100,60,112,105,52,97,75
"46038",40,86,110,84,98,67,70,57,56
"46039",196,309,295,48,55,107,67,47,61
"46040",527,654,526,858,611,588,361,390,335
"46041",152,299,268,160,193,186,39,51,49
"46042",0,0,0,0,0,0,0,0,0
"46043",6,0,0,0,0,1,0,0,0
"46044",103,117,85,30,27,21,25,13,20
"46045",14,20,23,0,3,0,0,1,0
"46046",0,3,5,0,1,1,0,0,0
"46047",0,0,0,0,0,0,0,0,0
"46048",1,1,0,1,0,0,0,0,1
"46049",0,0,0,0,0,0,0,0,0
"46050",933,1190,1285,492,591,520,385,393,316
"46051",0,0,0,0,0,0,0,0,0
"46052",541,494,639,1135,916,924,489,283,339
"46053",2,0,10,0,0,0,0,0,0
"46054",18,4,13,23,16,6,21,11,12
"46055",3,19,13,0,1,0,0,0,0
"46056",302,483,382,278,295,304,183,126,145
"46057",129,222,213,122,120,138,125,79,81
"46058",22,8,6,10,8,3,2,1,2
"46059",481,392,208,164,235,123,56,26,94
"46060",148,502,466,248,135,221,472,116,277
"46061",185,257,264,124,236,161,15,63,23
"46062",424,554,534,721,509,513,401,334,351
"46063",465,836,684,955,954,1036,766,779,665
"46064",10,1,9,9,4,2,6,6,11
"46065",11,0,63,14,8,5,0,3,4
"46066",526,676,1104,1272,1619,1565,1081,942,897
"46067",40,76,108,35,48,63,30,28,26
"46068",40,16,71,37,49,51,17,34,12
"46069",628,889,563,450,431,508,320,218,219
"46070",1,8,0,0,9,0,3,15,3
"46071",0,0,0,0,0,0,0,0,0
"46072",70,86,45,59,92,93,132,162,98
"46073",0,0,0,0,0,0,0,0,0
"46074",510,488,350,276,355,198,64,25,85
"46075",1,0,4,1,7,6,2,2,4
"46076",892,1502,1334,2185,2302,2319,1092,1313,1096
"46077",2017,1571,1335,533,995,641,546,672,526
"46078",475,542,721,507,560,661,444,505,465
"46079",517,793,1098,2304,2584,2213,2132,2017,1555
"46080",78,151,111,164,226,223,156,85,118
"46081",143,436,276,633,556,616,448,403,409
"46082",8,0,5,0,1,2,2,0,1
"46083",0,6,0,0,1,1,0,0,0
"46084",274,24,58,4,84,0,0,0,0
"46085",7,3,4,4,7,0,4,2,4
"46086",318,379,515,600,522,581,382,410,358
"46087",645,944,851,1253,1536,1380,991,1202,1002
"46088",379,413,407,263,371,352,277,273,215
"46089",0,0,0,0,0,0,0,0,0
"46090",121,306,218,389,351,303,190,245,162
"46091",340,601,673,456,646,585,119,86,190
"46092",299,505,354,627,429,502,387,428,404
"46093",0,0,0,0,0,0,0,0,0
"46094",0,8,1,0,6,1,0,0,1
"46095",0,0,0,0,0,0,0,0,0
"46096",750,1298,830,1372,977,1070,500,302,370
"46097",349,539,418,592,558,606,542,478,434
"46098",16,23,43,11,14,13,1,8,9
"46099",5,12,0,4,2,8,0,24,5
"46100",4,0,15,2,17,12,61,10,42
"46101",0,0,3,0,0,0,24,14,10
"46102",449,668,539,320,270,332,178,226,242
"46103",192,164,194,46,46,116,8,21,23
"46104",35,141,103,47,103,87,23,50,9
"46105",232,394,347,483,414,317,246,271,233
"46106",295,361,389,441,442,512,283,273,279
"46107",3218,2871,5015,319,683,334,49,164,92
"46108",126,211,213,284,256,258,128,153,105
"46109",190,307,156,160,157,181,96,92,125
"46110",1113,1556,1126,1973,1333,1668,849,1020,965
"46111",18,71,14,57,95,35,47,32,30
